산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220501024,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,5,95.47,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-01,24
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220502013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220502014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220502015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220502016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,,천안,MT,404,HSM1PR48220503012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,14,267.33,EA,1232:모비스,0,249,0.25,153,2022-05-03,2022-05-03,22
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220508005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,7,133.66,EA,1232:모비스,0,249,0.25,153,2022-05-07,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508021,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508022,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508023,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508024,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508025,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508026,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508027,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR48220508028,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220509006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-09,16
구동,,반제품,합격,,천안,MT,404,HSM1PR48220513016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-13,2022-05-13,12
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515018,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515019,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515021,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,13,248.23,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515022,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,5,95.47,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220515023,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-16,09
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-16,09
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-16,09
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,17,324.61,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-16,09
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516007,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-16,09
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220516015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-16,09
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-20,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521011,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,12,229.14,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220521017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR48220522003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR48220522004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR48220522017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR48220523001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,16,305.52,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523007,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523008,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR48220523010,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523011,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR48220523015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR48220523017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR48220525006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,24,458.28,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR48220525007,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,24,458.28,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM2PR45220327017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,9,171.85,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR45220327018,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,9,171.85,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR45220327019,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR45220327020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR45220327021,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,5,95.47,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR48220328012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-03-28,2022-03-28,58
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-15,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516010,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516011,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,D08,HSM1PR48220516013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-16,2022-05-25,00
구동,,반제품,합격,,천안,MT,D08,HSM1PR48220525001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,D08,HSM1PR48220525002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,D08,HSM1PR48220525003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,24,458.28,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,D08,HSM1PR48220525004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,20,381.9,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,D08,HSM1PR48220525005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-25,2022-05-25,00
구동,,반제품,,,천안,MT,D11,HSM1PR44220119009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,4,249,0.25,153,2022-01-18,2022-02-18,96
구동,,반제품,,,천안,MT,D11,HSM1PR45220321012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,2,249,0.25,153,2022-03-20,2022-03-25,61
구동,,반제품,합격,,천안,MT,D11,HSM2PR45220327016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,D11,HSM2PR45220327027,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,D11,HSM2PR45220327028,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,1,249,0.25,153,2022-03-27,2022-03-28,58
구동,,반제품,,,천안,MT,404,HSM1PR44211128027,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,5,249,0.25,90,2021-11-28,2022-03-14,72
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220329009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-03-29,2022-05-25,00
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220330026,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,1,249,0.25,90,2022-03-30,2022-05-25,00
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220424026,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220424027,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,12,134.72,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220424028,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,8,89.81,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425001,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,6,67.36,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425002,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
